id,split,question,answer,has_options
train_332,train,How is pneumonia diagnosed?,pneumonia is diagnosed through clinical evaluation and laboratory tests.,True
train_333,train,How is depression treated?,"surgery, vaccination",True
train_334,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_335,train,How is migraine diagnosed?,migraine is diagnosed through clinical evaluation and laboratory tests.,True
train_336,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_337,train,How is asthma treated?,"ibuprofen, physical_therapy",True
train_338,train,How is asthma diagnosed?,asthma is diagnosed through clinical evaluation and laboratory tests.,True
train_339,train,How is hypertension treated?,"surgery, radiation",True
train_340,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_341,train,What are the symptoms of depression?,"cough, shortness_of_breath, chest_pain",True
train_342,train,How is pneumonia diagnosed?,pneumonia is diagnosed through clinical evaluation and laboratory tests.,True
train_343,train,How is influenza treated?,"chemotherapy, physical_therapy",True
train_344,train,How is pneumonia treated?,"aspirin, physical_therapy",True
train_345,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_346,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_347,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_348,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_349,train,How is migraine treated?,"antivirals, antibiotics",True
train_350,train,What are the symptoms of influenza?,"pain, chest_pain, joint_pain",True
train_351,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_352,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_353,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_354,train,How is influenza diagnosed?,influenza is diagnosed through clinical evaluation and laboratory tests.,True
train_355,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_356,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_357,train,How is depression treated?,"ibuprofen, radiation",True
train_358,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_359,train,What causes cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_360,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_361,train,What are the symptoms of arthritis?,"pain, headache, joint_pain",True
train_362,train,How is hypertension treated?,"chemotherapy, radiation",True
train_363,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_364,train,What are the symptoms of arthritis?,"pain, chest_pain, shortness_of_breath",True
train_365,train,What are the symptoms of hypertension?,"fever, fatigue, pain",True
train_366,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_367,train,How is pneumonia treated?,"antivirals, physical_therapy",True
train_368,train,What are the risk factors for depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_369,train,How is depression treated?,"vaccination, chemotherapy",True
train_370,train,How is diabetes treated?,"radiation, chemotherapy",True
train_371,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_372,train,What are the symptoms of arthritis?,"cough, shortness_of_breath, fatigue",True
train_373,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_374,train,What causes cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_375,train,How is pneumonia treated?,"physical_therapy, radiation",True
train_376,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_377,train,What are the symptoms of diabetes?,"dizziness, nausea, chest_pain",True
train_378,train,What are the symptoms of diabetes?,"joint_pain, shortness_of_breath, dizziness",True
train_379,train,How is stroke treated?,"vaccination, chemotherapy",True
train_380,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_381,train,How is arthritis treated?,"vaccination, aspirin",True
train_382,train,What causes arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_383,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_384,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_385,train,How is asthma diagnosed?,asthma is diagnosed through clinical evaluation and laboratory tests.,True
train_386,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_387,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_388,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_389,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_390,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_391,train,How is asthma treated?,"antibiotics, chemotherapy",True
train_392,train,How is migraine diagnosed?,migraine is diagnosed through clinical evaluation and laboratory tests.,True
train_393,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_394,train,What are the symptoms of migraine?,"cough, headache, pain",True
train_395,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_396,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_397,train,How is cancer treated?,"antibiotics, chemotherapy",True
train_398,train,How is arthritis diagnosed?,arthritis is diagnosed through clinical evaluation and laboratory tests.,True
train_399,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_400,train,How is pneumonia diagnosed?,pneumonia is diagnosed through clinical evaluation and laboratory tests.,True
train_401,train,How is migraine treated?,"radiation, insulin",True
train_402,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_403,train,What are the symptoms of hypertension?,"shortness_of_breath, headache, joint_pain",True
train_404,train,What are the symptoms of stroke?,"fever, fatigue, nausea",True
train_405,train,What are the symptoms of migraine?,"joint_pain, pain, headache",True
train_406,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_407,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_408,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_409,train,What are the symptoms of asthma?,"joint_pain, headache, pain",True
train_410,train,How is hypertension diagnosed?,hypertension is diagnosed through clinical evaluation and laboratory tests.,True
train_411,train,How is arthritis diagnosed?,arthritis is diagnosed through clinical evaluation and laboratory tests.,True
